행정구역,2025년01월_총인구수,2025년01월_세대수,2025년01월_세대당 인구,2025년01월_남자 인구수,2025년01월_여자 인구수,2025년01월_남여 비율
대구광역시 남구 봉덕3동(2720055000),"14,605","7,743",1.89,"6,869","7,736",0.89
대구광역시 남구 대명1동(2720056000),"9,670","5,359",1.8,"4,703","4,967",0.95
대구광역시 남구 대명2동(2720057100),"11,686","7,089",1.65,"5,522","6,164",0.9
대구광역시 남구 대명3동(2720058600),"9,468","5,839",1.62,"4,629","4,839",0.96
대구광역시 남구 대명4동(2720059000),"9,609","5,518",1.74,"4,595","5,014",0.92
대구광역시 남구 대명5동(2720060000),"6,511","3,706",1.76,"3,089","3,422",0.9
대구광역시 남구 대명6동(2720061000),"10,775","5,833",1.85,"5,152","5,623",0.92
대구광역시 남구 대명9동(2720064000),"13,581","7,776",1.75,"6,630","6,951",0.95
대구광역시 남구 대명10동(2720065000),"8,161","4,801",1.7,"3,815","4,346",0.88
대구광역시 남구 대명11동(2720066000),"7,489","4,375",1.71,"3,511","3,978",0.88
대구광역시 북구 (2723000000),"412,347","191,556",2.15,"204,215","208,132",0.98
대구광역시 북구 고성동(2723051000),"12,797","5,495",2.33,"6,319","6,478",0.98
대구광역시 북구 칠성동(2723052600),"21,522","10,018",2.15,"10,218","11,304",0.9
대구광역시 북구 침산1동(2723055000),"3,591","1,919",1.87,"1,916","1,675",1.14
대구광역시 북구 침산2동(2723056000),"17,420","6,861",2.54,"8,349","9,071",0.92
대구광역시 북구 침산3동(2723057000),"18,215","7,333",2.48,"8,675","9,540",0.91
대구광역시 북구 산격1동(2723061000),"7,850","4,794",1.64,"3,851","3,999",0.96
대구광역시 북구 산격2동(2723062000),"9,782","4,565",2.14,"4,771","5,011",0.95
대구광역시 북구 산격3동(2723063000),"8,228","5,747",1.43,"4,309","3,919",1.1
대구광역시 북구 산격4동(2723063100),"7,366","4,181",1.76,"3,853","3,513",1.1
대구광역시 북구 대현동(2723064500),"15,850","8,656",1.83,"7,997","7,853",1.02
대구광역시 북구 복현1동(2723067100),"6,843","4,899",1.4,"3,812","3,031",1.26
대구광역시 북구 복현2동(2723067200),"29,085","12,561",2.32,"14,372","14,713",0.98
대구광역시 북구 검단동(2723068000),"5,728","3,059",1.87,"2,800","2,928",0.96
대구광역시 북구 무태조야동(2723069500),"33,557","14,822",2.26,"17,101","16,456",1.04
대구광역시 북구 관문동(2723071500),"33,110","14,040",2.36,"16,419","16,691",0.98
대구광역시 북구 태전1동(2723072500),"21,494","10,892",1.97,"10,677","10,817",0.99
대구광역시 북구 태전2동(2723073500),"22,477","10,500",2.14,"10,894","11,583",0.94
대구광역시 북구 구암동(2723074500),"31,717","13,088",2.42,"15,429","16,288",0.95
대구광역시 북구 관음동(2723075000),"14,525","7,097",2.05,"7,347","7,178",1.02
대구광역시 북구 읍내동(2723077000),"24,189","11,269",2.15,"12,005","12,184",0.99
대구광역시 북구 동천동(2723078000),"25,624","10,373",2.47,"12,366","13,258",0.93
대구광역시 북구 노원동(2723079000),"11,154","5,731",1.95,"5,793","5,361",1.08
대구광역시 북구 국우동(2723080000),"30,223","13,656",2.21,"14,942","15,281",0.98
대구광역시 수성구 (2726000000),"409,676","174,897",2.34,"197,089","212,587",0.93
대구광역시 수성구 범어1동(2726051000),"21,129","8,059",2.62,"10,101","11,028",0.92
대구광역시 수성구 범어2동(2726052000),"14,300","6,661",2.15,"6,824","7,476",0.91
대구광역시 수성구 범어3동(2726053000),"17,399","6,657",2.61,"8,341","9,058",0.92
대구광역시 수성구 범어4동(2726054000),"18,927","6,467",2.93,"9,321","9,606",0.97
대구광역시 수성구 만촌1동(2726055000),"20,706","8,586",2.41,"10,050","10,656",0.94
대구광역시 수성구 만촌2동(2726056000),"11,630","5,270",2.21,"5,814","5,816",1
대구광역시 수성구 만촌3동(2726056100),"21,221","7,671",2.77,"11,045","10,176",1.09
대구광역시 수성구 수성1가동(2726057000),"17,035","7,187",2.37,"7,693","9,342",0.82
대구광역시 수성구 수성2.3가동(2726058000),"10,407","4,242",2.45,"5,057","5,350",0.95
대구광역시 수성구 수성4가동(2726059000),"13,326","5,658",2.36,"6,138","7,188",0.85
대구광역시 수성구 황금1동(2726060100),"21,894","8,029",2.73,"10,480","11,414",0.92
대구광역시 수성구 황금2동(2726060200),"11,247","5,756",1.95,"5,333","5,914",0.9
대구광역시 수성구 중동(2726061000),"14,558","7,069",2.06,"7,172","7,386",0.97
대구광역시 수성구 상동(2726062000),"14,411","7,375",1.95,"6,974","7,437",0.94
대구광역시 수성구 파동(2726063000),"15,285","7,069",2.16,"7,288","7,997",0.91
대구광역시 수성구 두산동(2726064000),"14,811","7,482",1.98,"7,165","7,646",0.94
대구광역시 수성구 지산1동(2726065100),"19,233","9,992",1.92,"9,122","10,111",0.9
대구광역시 수성구 지산2동(2726065200),"18,720","8,448",2.22,"8,708","10,012",0.87
대구광역시 수성구 범물1동(2726066100),"10,030","5,724",1.75,"4,510","5,520",0.82
대구광역시 수성구 범물2동(2726066200),"15,824","6,498",2.44,"7,607","8,217",0.93
대구광역시 수성구 고산1동(2726067000),"31,373","12,122",2.59,"15,131","16,242",0.93
대구광역시 수성구 고산2동(2726068000),"26,219","10,676",2.46,"12,877","13,342",0.97
대구광역시 수성구 고산3동(2726069000),"29,991","12,199",2.46,"14,338","15,653",0.92
대구광역시 달서구 (2729000000),"521,673","237,488",2.2,"255,670","266,003",0.96
대구광역시 달서구 성당동(2729051500),"21,000","10,280",2.04,"10,170","10,830",0.94
대구광역시 달서구 두류1.2동(2729053500),"14,543","8,517",1.71,"7,137","7,406",0.96
대구광역시 달서구 두류3동(2729055000),"8,720","4,432",1.97,"4,203","4,517",0.93
대구광역시 달서구 감삼동(2729055500),"30,576","13,320",2.3,"14,907","15,669",0.95
대구광역시 달서구 죽전동(2729056300),"14,375","7,578",1.9,"7,071","7,304",0.97
대구광역시 달서구 장기동(2729056800),"15,654","7,013",2.23,"7,631","8,023",0.95
대구광역시 달서구 용산1동(2729057100),"28,842","12,499",2.31,"14,414","14,428",1
대구광역시 달서구 용산2동(2729057200),"25,621","11,171",2.29,"12,776","12,845",0.99
대구광역시 달서구 이곡1동(2729057600),"20,468","8,965",2.28,"10,196","10,272",0.99
대구광역시 달서구 이곡2동(2729057700),"14,642","6,908",2.12,"7,393","7,249",1.02
대구광역시 달서구 신당동(2729058500),"28,482","16,976",1.68,"14,382","14,100",1.02
대구광역시 달서구 본리동(2729059000),"22,535","9,498",2.37,"11,075","11,460",0.97
대구광역시 달서구 월성1동(2729060100),"40,044","13,296",3.01,"19,583","20,461",0.96
대구광역시 달서구 월성2동(2729060200),"13,987","7,993",1.75,"6,593","7,394",0.89
대구광역시 달서구 진천동(2729061500),"49,828","21,353",2.33,"24,343","25,485",0.96
대구광역시 달서구 유천동(2729061700),"33,219","10,970",3.03,"16,408","16,811",0.98
대구광역시 달서구 상인1동(2729062400),"33,021","12,840",2.57,"15,962","17,059",0.94
대구광역시 달서구 상인2동(2729062500),"17,493","8,843",1.98,"8,589","8,904",0.96
대구광역시 달서구 상인3동(2729062600),"9,890","5,998",1.65,"4,688","5,202",0.9
대구광역시 달서구 도원동(2729062800),"32,095","13,694",2.34,"15,334","16,761",0.91
대구광역시 달서구 송현1동(2729063000),"16,568","9,407",1.76,"8,277","8,291",1
대구광역시 달서구 송현2동(2729064000),"18,298","9,740",1.88,"8,720","9,578",0.91
대구광역시 달서구 본동(2729065000),"11,772","6,197",1.9,"5,818","5,954",0.98
대구광역시 달성군 (2771000000),"257,469","113,775",2.26,"130,531","126,938",1.03
대구광역시 달성군 화원읍(2771025000),"46,200","20,167",2.29,"22,841","23,359",0.98
대구광역시 달성군 논공읍(2771025300),"4,313","2,330",1.85,"2,361","1,952",1.21
대구광역시 달성군 논공읍공단출장소(2771025400),"11,238","5,917",1.9,"6,009","5,229",1.15
대구광역시 달성군 다사읍(2771025600),"52,130","20,813",2.5,"25,720","26,410",0.97
대구광역시 달성군 다사읍서재출장소(2771025700),"38,348","15,230",2.52,"19,442","18,906",1.03
대구광역시 달성군 유가읍(2771025900),"31,099","12,170",2.56,"15,780","15,319",1.03
대구광역시 달성군 옥포읍(2771026200),"23,056","10,749",2.14,"11,611","11,445",1.01
대구광역시 달성군 현풍읍(2771026500),"21,768","11,887",1.83,"11,505","10,263",1.12
대구광역시 달성군 가창면(2771031000),"7,038","3,587",1.96,"3,485","3,553",0.98
대구광역시 달성군 하빈면(2771033000),"3,284","1,944",1.69,"1,785","1,499",1.19
대구광역시 달성군 구지면(2771038000),"18,995","8,981",2.12,"9,992","9,003",1.11
대구광역시 군위군 (2772000000),"22,414","13,385",1.67,"11,596","10,818",1.07
대구광역시 군위군 군위읍(2772025000),"7,804","4,230",1.84,"4,052","3,752",1.08
대구광역시 군위군 소보면(2772031000),"2,258","1,416",1.59,"1,191","1,067",1.12
대구광역시 군위군 효령면(2772032000),"3,638","2,191",1.66,"1,893","1,745",1.08
대구광역시 군위군 부계면(2772033000),"2,055","1,258",1.63,"1,068",987,1.08
대구광역시 군위군 우보면(2772034000),"1,919","1,231",1.56,976,943,1.03
대구광역시 군위군 의흥면(2772035000),"2,248","1,414",1.59,"1,108","1,140",0.97
대구광역시 군위군 산성면(2772036000),"1,195",784,1.52,612,583,1.05
대구광역시 군위군 삼국유사면(2772037000),"1,297",861,1.51,696,601,1.16
인천광역시  (2800000000),"3,023,649","1,375,788",2.2,"1,510,615","1,513,034",1
인천광역시 중구 (2811000000),"168,271","84,410",1.99,"87,070","81,201",1.07
인천광역시 중구 연안동(2811052000),"5,094","2,886",1.77,"2,745","2,349",1.17
인천광역시 중구 신포동(2811053000),"4,496","2,435",1.85,"2,275","2,221",1.02
인천광역시 중구 신흥동(2811054000),"14,112","6,831",2.07,"7,145","6,967",1.03
인천광역시 중구 도원동(2811056000),"3,568","2,011",1.77,"1,840","1,728",1.06
인천광역시 중구 율목동(2811057000),"2,892","1,782",1.62,"1,493","1,399",1.07
인천광역시 중구 동인천동(2811058500),"5,246","3,229",1.62,"2,797","2,449",1.14
인천광역시 중구 개항동(2811061500),"6,718","3,842",1.75,"3,440","3,278",1.05
인천광역시 중구 영종동(2811062000),"23,766","12,345",1.93,"13,063","10,703",1.22
인천광역시 중구 영종1동(2811062200),"33,902","13,843",2.45,"16,825","17,077",0.99
인천광역시 중구 영종2동(2811062300),"25,945","10,192",2.55,"12,965","12,980",1
인천광역시 중구 운서동(2811062800),"39,009","22,691",1.72,"20,515","18,494",1.11
인천광역시 중구 용유동(2811063000),"3,523","2,323",1.52,"1,967","1,556",1.26
인천광역시 중구영종출장소 (2811400000),0,0,0,0,0,0
인천광역시 중구용유출장소 (2811800000),0,0,0,0,0,0
인천광역시 동구 (2814000000),"58,162","27,750",2.1,"29,143","29,019",1
인천광역시 동구 만석동(2814051000),"6,238","3,085",2.02,"3,209","3,029",1.06
인천광역시 동구 화수1.화평동(2814052500),"5,400","2,750",1.96,"2,730","2,670",1.02
인천광역시 동구 화수2동(2814053000),"6,844","3,608",1.9,"3,367","3,477",0.97
인천광역시 동구 송현1.2동(2814055500),"9,677","4,350",2.22,"4,765","4,912",0.97
인천광역시 동구 송현3동(2814057000),"2,741","1,562",1.75,"1,432","1,309",1.09
인천광역시 동구 송림1동(2814058000),"6,617","2,881",2.3,"3,212","3,405",0.94
인천광역시 동구 송림2동(2814059000),"1,215",776,1.57,625,590,1.06
인천광역시 동구 송림3.5동(2814060500),"5,523","2,501",2.21,"2,760","2,763",1
인천광역시 동구 송림4동(2814061000),"6,026","2,516",2.4,"3,099","2,927",1.06
인천광역시 동구 송림6동(2814063000),"5,666","2,480",2.28,"2,846","2,820",1.01
인천광역시 동구 금창동(2814064000),"2,215","1,241",1.78,"1,098","1,117",0.98
인천광역시 미추홀구 (2817700000),"412,621","201,203",2.05,"207,592","205,029",1.01
인천광역시 미추홀구 숭의2동(2817751000),"13,487","6,636",2.03,"6,782","6,705",1.01
인천광역시 미추홀구 숭의1.3동(2817752000),"15,479","7,516",2.06,"7,642","7,837",0.98
인천광역시 미추홀구 숭의4동(2817753000),"14,405","7,129",2.02,"7,235","7,170",1.01
인천광역시 미추홀구 용현1.4동(2817754000),"16,948","10,916",1.55,"9,323","7,625",1.22
인천광역시 미추홀구 용현2동(2817755000),"22,706","10,353",2.19,"11,335","11,371",1
인천광역시 미추홀구 용현3동(2817756000),"6,850","4,173",1.64,"3,624","3,226",1.12
인천광역시 미추홀구 용현5동(2817757000),"44,845","19,763",2.27,"22,241","22,604",0.98
인천광역시 미추홀구 학익1동(2817758000),"36,840","15,212",2.42,"18,296","18,544",0.99
인천광역시 미추홀구 학익2동(2817759000),"17,084","7,971",2.14,"8,278","8,806",0.94
인천광역시 미추홀구 도화1동(2817760000),"20,757","10,336",2.01,"10,359","10,398",1
인천광역시 미추홀구 도화2.3동(2817761000),"30,794","13,911",2.21,"15,626","15,168",1.03
인천광역시 미추홀구 주안1동(2817762000),"19,645","11,912",1.65,"10,469","9,176",1.14
인천광역시 미추홀구 주안2동(2817763000),"21,895","10,843",2.02,"10,924","10,971",1
인천광역시 미추홀구 주안3동(2817764000),"12,252","6,177",1.98,"6,157","6,095",1.01
인천광역시 미추홀구 주안4동(2817765000),"19,848","9,626",2.06,"9,802","10,046",0.98
인천광역시 미추홀구 주안5동(2817766000),"19,520","10,088",1.93,"9,772","9,748",1
인천광역시 미추홀구 주안6동(2817767000),"20,577","9,895",2.08,"10,241","10,336",0.99
인천광역시 미추홀구 주안7동(2817768000),"12,150","6,142",1.98,"5,889","6,261",0.94
인천광역시 미추홀구 주안8동(2817769000),"18,894","8,843",2.14,"9,230","9,664",0.96
인천광역시 미추홀구 관교동(2817770000),"13,894","6,154",2.26,"6,834","7,060",0.97
인천광역시 미추홀구 문학동(2817771000),"13,751","7,607",1.81,"7,533","6,218",1.21
인천광역시 연수구 (2818500000),"400,461","163,884",2.44,"198,189","202,272",0.98
인천광역시 연수구 옥련1동(2818563000),"17,175","7,771",2.21,"8,431","8,744",0.96
인천광역시 연수구 옥련2동(2818564000),"19,227","7,881",2.44,"9,455","9,772",0.97
인천광역시 연수구 선학동(2818575000),"17,750","8,647",2.05,"9,150","8,600",1.06
인천광역시 연수구 연수1동(2818576100),"16,620","8,681",1.91,"9,123","7,497",1.22
인천광역시 연수구 연수2동(2818576200),"19,371","9,602",2.02,"9,522","9,849",0.97
인천광역시 연수구 연수3동(2818576300),"14,654","7,123",2.06,"6,969","7,685",0.91
인천광역시 연수구 청학동(2818576600),"22,358","11,969",1.87,"11,649","10,709",1.09
인천광역시 연수구 동춘1동(2818578000),"25,728","9,608",2.68,"12,539","13,189",0.95
인천광역시 연수구 동춘2동(2818579000),"16,883","6,831",2.47,"8,179","8,704",0.94
인천광역시 연수구 동춘3동(2818579500),"17,726","5,765",3.07,"8,619","9,107",0.95
인천광역시 연수구 송도1동(2818582000),"37,254","15,315",2.43,"18,220","19,034",0.96
인천광역시 연수구 송도2동(2818583000),"37,200","12,337",3.02,"18,190","19,010",0.96
인천광역시 연수구 송도3동(2818584000),"48,485","19,117",2.54,"23,659","24,826",0.95
인천광역시 연수구 송도4동(2818585000),"43,620","15,837",2.75,"21,449","22,171",0.97
인천광역시 연수구 송도5동(2818586000),"46,410","17,400",2.67,"23,035","23,375",0.99
인천광역시 남동구 (2820000000),"485,702","224,930",2.16,"240,980","244,722",0.98
인천광역시 남동구 구월1동(2820051000),"30,774","13,898",2.21,"14,973","15,801",0.95
인천광역시 남동구 구월2동(2820052000),"36,854","13,893",2.65,"18,035","18,819",0.96
인천광역시 남동구 구월3동(2820052100),"28,075","17,218",1.63,"14,219","13,856",1.03
인천광역시 남동구 구월4동(2820052200),"13,085","7,485",1.75,"6,661","6,424",1.04
인천광역시 남동구 간석1동(2820053000),"17,736","9,045",1.96,"8,750","8,986",0.97
인천광역시 남동구 간석2동(2820054000),"20,407","9,080",2.25,"10,191","10,216",1
인천광역시 남동구 간석3동(2820055000),"25,222","12,550",2.01,"12,637","12,585",1
인천광역시 남동구 간석4동(2820055100),"27,706","13,487",2.05,"13,769","13,937",0.99
인천광역시 남동구 만수1동(2820056000),"15,447","8,725",1.77,"7,528","7,919",0.95
인천광역시 남동구 만수2동(2820057000),"22,451","9,534",2.35,"10,977","11,474",0.96
인천광역시 남동구 만수3동(2820058000),"16,024","7,025",2.28,"8,057","7,967",1.01
인천광역시 남동구 만수4동(2820058100),"18,584","8,746",2.12,"8,972","9,612",0.93
인천광역시 남동구 만수5동(2820058200),"14,170","7,461",1.9,"7,065","7,105",0.99
인천광역시 남동구 만수6동(2820058300),"22,182","10,079",2.2,"10,705","11,477",0.93
인천광역시 남동구 장수서창동(2820065000),"18,513","7,759",2.39,"9,249","9,264",1
인천광역시 남동구 서창2동(2820065500),"37,637","15,569",2.42,"18,615","19,022",0.98
인천광역시 남동구 남촌도림동(2820066000),"19,209","8,963",2.14,"9,832","9,377",1.05
인천광역시 남동구 논현1동(2820069000),"31,234","13,930",2.24,"15,666","15,568",1.01
인천광역시 남동구 논현2동(2820070000),"30,933","14,988",2.06,"15,608","15,325",1.02
인천광역시 남동구 논현고잔동(2820071000),"39,459","15,495",2.55,"19,471","19,988",0.97
인천광역시 부평구 (2823700000),"493,853","225,553",2.19,"242,819","251,034",0.97
인천광역시 부평구 부평1동(2823751000),"34,809","17,196",2.02,"16,671","18,138",0.92
인천광역시 부평구 부평2동(2823752000),"15,326","7,793",1.97,"7,594","7,732",0.98
인천광역시 부평구 부평3동(2823753000),"14,889","7,381",2.02,"7,379","7,510",0.98
인천광역시 부평구 부평4동(2823754000),"33,475","17,750",1.89,"16,530","16,945",0.98
인천광역시 부평구 부평5동(2823755000),"33,137","16,357",2.03,"16,287","16,850",0.97
인천광역시 부평구 부평6동(2823756000),"17,339","8,469",2.05,"8,527","8,812",0.97
인천광역시 부평구 산곡1동(2823757000),"14,753","6,476",2.28,"7,265","7,488",0.97
인천광역시 부평구 산곡2동(2823758000),"29,107","10,680",2.73,"14,264","14,843",0.96
인천광역시 부평구 산곡3동(2823758100),"20,016","8,521",2.35,"9,659","10,357",0.93
인천광역시 부평구 산곡4동(2823758200),"16,457","6,558",2.51,"7,828","8,629",0.91
인천광역시 부평구 청천1동(2823759100),"22,557","9,678",2.33,"11,446","11,111",1.03
인천광역시 부평구 청천2동(2823759200),"32,868","14,441",2.28,"16,385","16,483",0.99
인천광역시 부평구 갈산1동(2823764100),"14,299","6,669",2.14,"7,264","7,035",1.03
인천광역시 부평구 갈산2동(2823764200),"17,320","8,059",2.15,"8,347","8,973",0.93
인천광역시 부평구 삼산1동(2823764600),"31,979","14,144",2.26,"15,654","16,325",0.96
인천광역시 부평구 삼산2동(2823764800),"27,290","10,234",2.67,"13,133","14,157",0.93
인천광역시 부평구 부개1동(2823765000),"15,149","7,662",1.98,"7,565","7,584",1
인천광역시 부평구 부개2동(2823766000),"18,864","8,266",2.28,"9,168","9,696",0.95
인천광역시 부평구 부개3동(2823766100),"27,936","12,055",2.32,"13,325","14,611",0.91
인천광역시 부평구 일신동(2823767000),"11,486","5,018",2.29,"5,783","5,703",1.01
인천광역시 부평구 십정1동(2823768000),"24,100","11,047",2.18,"12,019","12,081",0.99
인천광역시 부평구 십정2동(2823769000),"20,697","11,099",1.86,"10,726","9,971",1.08
인천광역시 계양구 (2824500000),"279,685","127,621",2.19,"139,075","140,610",0.99
인천광역시 계양구 효성1동(2824560100),"26,274","11,669",2.25,"13,114","13,160",1
인천광역시 계양구 효성2동(2824560200),"26,523","11,366",2.33,"13,349","13,174",1.01
인천광역시 계양구 계산1동(2824561100),"17,448","9,676",1.8,"9,181","8,267",1.11
인천광역시 계양구 계산2동(2824561200),"14,196","7,479",1.9,"7,046","7,150",0.99
인천광역시 계양구 계산3동(2824561300),"17,425","8,400",2.07,"8,292","9,133",0.91
인천광역시 계양구 계산4동(2824561400),"22,316","9,305",2.4,"11,264","11,052",1.02
인천광역시 계양구 작전1동(2824562100),"25,834","11,121",2.32,"12,750","13,084",0.97
인천광역시 계양구 작전2동(2824562200),"23,666","11,011",2.15,"11,605","12,061",0.96
인천광역시 계양구 작전서운동(2824564000),"32,508","13,875",2.34,"16,128","16,380",0.98
인천광역시 계양구 계양1동(2824571000),"18,812","8,216",2.29,"9,290","9,522",0.98
인천광역시 계양구 계양2동(2824572000),"31,216","15,739",1.98,"15,497","15,719",0.99
인천광역시 계양구 계양3동(2824573000),"23,467","9,764",2.4,"11,559","11,908",0.97
인천광역시 서구 (2826000000),"635,553","272,493",2.33,"319,743","315,810",1.01
인천광역시 서구 검암경서동(2826051500),"54,255","23,866",2.27,"27,691","26,564",1.04
인천광역시 서구 연희동(2826053000),"37,038","18,425",2.01,"18,866","18,172",1.04
인천광역시 서구 청라1동(2826053600),"30,577","12,013",2.55,"15,144","15,433",0.98
인천광역시 서구 청라2동(2826053700),"48,038","18,241",2.63,"23,784","24,254",0.98
인천광역시 서구 청라3동(2826053900),"36,260","14,129",2.57,"18,029","18,231",0.99
인천광역시 서구 가정1동(2826054200),"41,668","17,580",2.37,"20,646","21,022",0.98
인천광역시 서구 가정2동(2826054300),"17,201","7,181",2.4,"8,763","8,438",1.04
인천광역시 서구 가정3동(2826054400),"8,529","4,145",2.06,"4,256","4,273",1
인천광역시 서구 석남1동(2826055000),"19,977","10,277",1.94,"10,282","9,695",1.06
인천광역시 서구 석남2동(2826056000),"11,817","5,805",2.04,"6,072","5,745",1.06
인천광역시 서구 석남3동(2826056100),"12,976","6,584",1.97,"6,520","6,456",1.01
인천광역시 서구 신현원창동(2826057500),"29,179","12,485",2.34,"14,581","14,598",1
인천광역시 서구 가좌1동(2826058000),"12,584","6,706",1.88,"6,729","5,855",1.15
인천광역시 서구 가좌2동(2826059000),"18,351","7,524",2.44,"8,950","9,401",0.95
인천광역시 서구 가좌3동(2826060000),"15,105","7,807",1.93,"7,721","7,384",1.05
인천광역시 서구 가좌4동(2826061000),"12,078","5,727",2.11,"6,174","5,904",1.05
인천광역시 서구 검단동(2826068000),"32,472","15,262",2.13,"16,941","15,531",1.09
인천광역시 서구 불로대곡동(2826069000),"26,266","10,836",2.42,"13,273","12,993",1.02
인천광역시 서구 원당동(2826070000),"24,598","10,406",2.36,"12,484","12,114",1.03
인천광역시 서구 당하동(2826071000),"28,671","12,221",2.35,"14,187","14,484",0.98
인천광역시 서구 오류왕길동(2826072000),"24,615","10,271",2.4,"12,472","12,143",1.03
인천광역시 서구 마전동(2826073000),"21,320","8,109",2.63,"10,541","10,779",0.98
인천광역시 서구 아라동(2826074000),"71,978","26,893",2.68,"35,637","36,341",0.98
인천광역시 서구검단출장소 (2826500000),0,0,0,0,0,0
인천광역시 강화군 (2871000000),"69,439","35,643",1.95,"34,719","34,720",1
인천광역시 강화군 강화읍(2871025000),"21,770","10,554",2.06,"10,658","11,112",0.96
인천광역시 강화군 선원면(2871031000),"9,190","4,297",2.14,"4,544","4,646",0.98
인천광역시 강화군 불은면(2871032000),"5,033","2,777",1.81,"2,529","2,504",1.01
인천광역시 강화군 길상면(2871033000),"7,191","3,719",1.93,"3,647","3,544",1.03
인천광역시 강화군 화도면(2871034000),"4,563","2,500",1.83,"2,338","2,225",1.05
인천광역시 강화군 양도면(2871035000),"4,235","2,220",1.91,"2,126","2,109",1.01
인천광역시 강화군 내가면(2871036000),"2,952","1,648",1.79,"1,447","1,505",0.96
인천광역시 강화군 하점면(2871037000),"3,997","2,104",1.9,"2,038","1,959",1.04
인천광역시 강화군 양사면(2871038000),"1,919","1,048",1.83,977,942,1.04
인천광역시 강화군 송해면(2871039000),"3,183","1,652",1.93,"1,589","1,594",1
인천광역시 강화군 교동면(2871040000),"2,700","1,526",1.77,"1,391","1,309",1.06
인천광역시 강화군 삼산면(2871041000),"2,063","1,189",1.74,"1,096",967,1.13
인천광역시 강화군 서도면(2871042000),364,218,1.67,183,181,1.01
인천광역시 강화군 서도면볼음출장소(2871042500),279,191,1.46,156,123,1.27
인천광역시 옹진군 (2872000000),"19,902","12,301",1.62,"11,285","8,617",1.31
인천광역시 옹진군 북도면(2872031000),"1,155",681,1.7,620,535,1.16
인천광역시 옹진군 북도면장봉출장소(2872031500),967,549,1.76,513,454,1.13
인천광역시 옹진군 백령면(2872033000),"4,695","2,845",1.65,"2,717","1,978",1.37
인천광역시 옹진군 대청면(2872034000),"1,199",785,1.53,700,499,1.4
인천광역시 옹진군 대청면소청출장소(2872034500),232,182,1.27,147,85,1.73
인천광역시 옹진군 덕적면(2872035000),"1,909","1,227",1.56,"1,048",861,1.22
인천광역시 옹진군 영흥면(2872036000),"6,488","3,761",1.73,"3,599","2,889",1.25
인천광역시 옹진군 자월면(2872037000),943,602,1.57,502,441,1.14
인천광역시 옹진군 자월면이작출장소(2872037500),357,222,1.61,190,167,1.14
인천광역시 옹진군 연평면(2872038000),"1,957","1,447",1.35,"1,249",708,1.76
광주광역시  (2900000000),"1,407,097","657,716",2.14,"694,532","712,565",0.97
광주광역시 동구 (2911000000),"105,910","55,184",1.92,"52,047","53,863",0.97
광주광역시 동구 충장동(2911052500),"5,542","4,393",1.26,"2,693","2,849",0.95
광주광역시 동구 동명동(2911054500),"3,456","2,350",1.47,"1,776","1,680",1.06
광주광역시 동구 계림1동(2911056000),"9,989","5,519",1.81,"5,240","4,749",1.1
광주광역시 동구 계림2동(2911057000),"13,384","5,650",2.37,"6,479","6,905",0.94
광주광역시 동구 산수1동(2911059000),"7,794","4,277",1.82,"3,897","3,897",1
광주광역시 동구 산수2동(2911060000),"9,516","4,556",2.09,"4,605","4,911",0.94
광주광역시 동구 지산1동(2911062000),"3,938","2,373",1.66,"2,021","1,917",1.05
광주광역시 동구 지산2동(2911063000),"4,128","2,318",1.78,"2,127","2,001",1.06
광주광역시 동구 서남동(2911065500),"3,170","2,512",1.26,"1,645","1,525",1.08
광주광역시 동구 학동(2911068500),"7,096","3,408",2.08,"3,387","3,709",0.91
광주광역시 동구 학운동(2911071000),"10,671","5,083",2.1,"4,977","5,694",0.87
광주광역시 동구 지원1동(2911073000),"8,951","4,227",2.12,"4,358","4,593",0.95
광주광역시 동구 지원2동(2911074000),"18,275","8,518",2.15,"8,842","9,433",0.94
광주광역시 서구 (2914000000),"278,614","132,630",2.1,"136,301","142,313",0.96
광주광역시 서구 양동(2914057500),"2,837","1,662",1.71,"1,385","1,452",0.95
광주광역시 서구 양3동(2914059000),"4,118","2,065",1.99,"2,003","2,115",0.95
광주광역시 서구 농성1동(2914065000),"11,566","6,690",1.73,"5,667","5,899",0.96
광주광역시 서구 농성2동(2914066000),"4,360","2,781",1.57,"2,263","2,097",1.08
광주광역시 서구 광천동(2914073000),"5,370","2,539",2.12,"2,699","2,671",1.01
광주광역시 서구 유덕동(2914074000),"10,161","4,800",2.12,"5,218","4,943",1.06
광주광역시 서구 치평동(2914074500),"29,065","13,908",2.09,"13,790","15,275",0.9
광주광역시 서구 상무1동(2914075100),"23,821","12,351",1.93,"12,019","11,802",1.02
광주광역시 서구 상무2동(2914075200),"22,226","12,978",1.71,"10,834","11,392",0.95
광주광역시 서구 화정1동(2914076000),"15,373","8,702",1.77,"7,389","7,984",0.93
광주광역시 서구 화정2동(2914077000),"19,442","7,836",2.48,"9,702","9,740",1
광주광역시 서구 화정3동(2914078000),"8,880","4,315",2.06,"4,339","4,541",0.96
광주광역시 서구 화정4동(2914079000),"19,256","8,229",2.34,"9,258","9,998",0.93
광주광역시 서구 서창동(2914080000),"7,090","3,111",2.28,"3,652","3,438",1.06
광주광역시 서구 금호1동(2914082100),"19,107","8,805",2.17,"9,045","10,062",0.9
광주광역시 서구 금호2동(2914082400),"26,615","10,465",2.54,"13,007","13,608",0.96
